conflict_id,start_date,end_date,party1_iso,party2_iso,death_toll,place
20001,2022-02-24,2025-11-02,UA,RU,200000,UA
20001,2022-02-24,2025-11-02,UA,Wagner,20000,UA
20002,2023-10-07,2025-11-02,IL,Hamas,72000,PS
20003,2023-04-15,2025-11-02,SD,RSF,150000,SD
20004,2021-02-01,2025-11-02,MM,Tatmadaw,82000,MM
20005,2020-11-04,2025-11-02,ET,"TPLF,OLA",270000,ET
20006,2023-09-19,2023-09-25,AM,AZ,200,AM
20007,2006-11-12,2025-11-02,MX,"CJNG,Sinaloa,CDN",743,MX
20008,2023-05-06,2025-11-02,CD,M23,300,CD
20010,2019-07-01,2025-11-02,BF,"JNIM,ISGS",248,BF
20010,2019-07-01,2025-11-02,ISGS,JNIM,1500,BF
20011,2023-01-01,2025-11-02,ML,"JNIM,ISGS",1675,ML
20012,2017-10-05,2025-11-02,MZ,Islamic State,3529,MZ
20013,2023-07-26,2023-07-28,NE,National Council for the Safeguard of the Homeland,191,NE
20014,1996-11-13,2025-11-02,CD,ADF,750,CD
20015,1991-01-27,2025-11-02,SO,"Al-Shabaab,Islamic State Somalia",67984,SO
20016,2017-12-01,2025-11-02,CD,CODECO,900,CD
20017,2017-09-09,2025-11-02,CM,Ambazonia,6500,CM
20018,2023-01-01,2025-11-02,"PH,US",Islamic Jihad,21,PH
20020,2025-01-16,2025-11-02,"CO,VE",ELN,102,CO
20021,2011-12-15,2025-11-02,IQ,Islamic State,119,IQ
20022,2024-12-08,2025-11-02,SY,Islamic State,2533,SY
20023,2014-09-16,2025-11-02,YE,"Houthis,Al-Qaeda",150000,YE
20024,2000-03-06,2025-11-02,PK,"TTP,Baloch",10209,PK
20025,2021-01-01,2025-11-02,AF,IS-K,200,AF
20026,2009-07-26,2025-11-02,NG,"ISWAP,Boko Haram",19109,NG
20028,2020-05-23,2025-11-02,HT,"G9,GPep",20,HT
20031,2000-02-29,2025-11-02,IN,"ULFA,NSCN",7340,IN
20032,2024-01-09,2025-11-02,EC,Organized Crime,77,EC
20034,2016-01-01,2025-11-02,TD,FACT,300,TD
20035,2012-12-10,2025-11-02,CF,"UPC,3R,Coalition of Patriots for Change",250,CF
20037,2023-09-04,2023-09-04,PE,VRAEM,8,PE
20039,2004-01-04,2025-11-02,TH,BRN,81,TH
20040,2020-06-11,2020-06-11,CI,Jihadists,10,CI
20041,2023-01-01,2025-11-02,KE,Al-Shabaab,115,KE
20042,2022-05-11,2025-11-02,TG,JNIM,31,TG
20045,2025-05-12,2025-05-19,LY,LSF,2,LY
20046,2024-04-04,2024-04-04,IR,Jaish alx-Adl,36,IR
20146,2023-05-27,2023-05-27,IR,AF,2,IR
20054,1996-11-13,2025-11-02,"UG,CD",ADF,1595,UG
20055,2022-03-27,2025-06-27,RW,"CD,BI,UG,FDLR",7000,RW
20155,2022-03-27,2025-06-27,CD,M23,7000,CD
20156,1996-10-24,1997-05-16,"SD,TD,CD,Interahamwe,CDDD-FDD,UNITA,ADF,FLNC,LRA,UNRF II,","AFDL,RW,UG,BI,AO,ER,SPLA",250000,CD
20157,1998-08-02,2003-07-18,"CD,AO,CF,NA,ZW","UG,RW,BI,RCD,MLC",350000,CD
20057,2023-08-15,2025-11-02,NI,Wagner,60,NI
20058,1990-11-02,1992-07-21,MD,Transnistria,316,MD
20059,2022-07-31,2025-11-02,RS,XK,4,RS
20061,2016-04-04,2017-12-23,CG,Ninja Militia,115,CG
20062,2024-10-02,2024-10-02,DJ,FRUD-C,45,DJ
20162,2022-10-07,2022-10-07,DJ,FRUD-C,7,DJ
20064,2024-12-18,2025-05-06,Houthi Yemen,"United States Navy,Royal Navy,Australia Navy,Bahraini Naval Force,Danish Navy,Finnish Navy,Dutch Navy, New Zealand Navy,Singaporean Navy,Sri Lanka Navy",10,GR
20065,2023-05-01,2025-11-02,KZ,Extremist Groups,40,KZ
372,1990-06-28,1991-11-09,ML,FPLA,59,ML
283,1964-01-03,1965-12-31,CD,APCLS,136,CD
283,1964-01-03,1965-12-31,CD,APCLS,29,CD
283,1964-01-03,1965-12-31,CD,APCLS,48,CD
283,1964-01-03,1965-12-31,CD,APCLS,147,CD
383,1987-12-31,1993-11-27,TR,TAK,160,TR
419,2002-09-19,2004-11-09,CI,FDSI-CI,50,CI
230,1948-03-15,1948-03-15,YE,Ansarallah,746,YE
230,1948-03-15,1948-03-15,YE,Ansarallah,35,YE
343,1980-01-27,1980-01-28,TN,AQIM,29,TN
343,1980-01-27,1980-01-28,TN,AQIM,50,TN
343,1980-01-27,1980-01-28,TN,AQIM,27,TN
11346,2011-02-28,2011-11-23,LY,Forces of Muammar Gaddafi,713,LY
11350,1994-04-24,2006-12-22,BD,PBCP,32,BD
222,1948-02-29,1988-12-31,MM,CNF,68,"IN,"
13692,2001-10-07,2001-11-13,AF,"GB,US",1397,AF
308,1970-08-20,1990-08-02,PH,BIFM,35,PH
308,1970-08-20,1990-08-02,PH,BIFM,62,PH
308,1970-08-20,1990-08-02,PH,BIFM,138,PH
308,1970-08-20,1990-08-02,PH,BIFM,178,PH
308,1970-08-20,1990-08-02,PH,BIFM,71,PH
335,1979-07-09,1988-08-12,IN,NLFT-B,26,IN
283,1964-01-03,1965-12-31,CD,CNPSC,82,CD
283,1964-01-03,1965-12-31,CD,CNPSC,43,CD
283,1964-01-03,1965-12-31,CD,CNPSC,57,CD
283,1964-01-03,1965-12-31,CD,CNPSC,242,CD
283,1964-01-03,1965-12-31,CD,CNPSC,302,CD
283,1964-01-03,1965-12-31,CD,CNPSC,75,CD
283,1964-01-03,1965-12-31,CD,CNPSC,90,CD
283,1964-01-03,1965-12-31,CD,CNPSC,92,CD
283,1964-01-03,1965-12-31,CD,CNPSC,41,CD
223,1948-01-31,1961-11-15,MM,ULA,27,MM
223,1948-01-31,1961-11-15,MM,ULA,480,MM
223,1948-01-31,1961-11-15,MM,ULA,170,"BD,"
223,1948-01-31,1961-11-15,MM,ULA,134,"BD,"
223,1948-01-31,1961-11-15,MM,ULA,80,MM
223,1948-01-31,1961-11-15,MM,ULA,515,"BD,"
325,1973-05-18,1977-07-05,PK,UBA,35,PK
14074,2016-07-18,2018-11-05,SO,Republic of Somaliland,121,SO
287,1965-10-18,1965-10-19,BI,FNL-Ubugabo-Burihabwa,56,CD
287,1965-10-18,1965-10-19,BI,FNL-Ubugabo-Burihabwa,73,CD
11345,2011-08-20,2021-12-27,SS,SSDM/A - Cobra Faction,76,SS
227,1948-05-01,1951-12-31,IN,CPI-ML-J,25,IN
11342,1997-05-29,2012-12-21,IN,GNLA,27,IN
11342,1997-05-29,2012-12-21,IN,GNLA,26,IN
264,1959-11-22,1970-12-31,MM,SSPP,141,MM
264,1959-11-22,1970-12-31,MM,SSPP,51,MM
264,1959-11-22,1970-12-31,MM,SSPP,77,MM
11344,2011-05-01,2011-06-15,SD,Republic of South Sudan,145,SD
11345,2011-08-20,2021-12-27,SS,SSDM/A,105,SS
11345,2011-08-20,2021-12-27,SS,SSLM/A,111,SS
11345,2011-08-20,2021-12-27,SS,SSLM/A,137,SS
11346,2011-02-28,2011-11-23,LY,NTC,3049,LY
283,1964-01-03,1965-12-31,CD,M23,658,"CD,"
283,1964-01-03,1965-12-31,CD,M23,1152,"CD,"
283,1964-01-03,1965-12-31,CD,M23,28,CD
283,1964-01-03,1965-12-31,CD,M23,33,CD
283,1964-01-03,1965-12-31,CD,M23,385,"CD,"
283,1964-01-03,1965-12-31,CD,M23,202,CD
386,1985-08-27,2018-11-19,DZ,MUJAO,25,DZ
372,1990-06-28,1991-11-09,ML,CMA,131,ML
372,1990-06-28,1991-11-09,ML,CMA,94,ML
372,1990-06-28,1991-11-09,ML,CMA,54,ML
11347,2009-06-10,2009-07-16,ML,Ansar Dine,60,ML
11347,2009-06-10,2009-07-16,ML,Ansar Dine,133,ML
11347,2009-06-10,2009-07-16,ML,Ansar Dine,36,ML
11347,2009-06-10,2009-07-16,ML,Ansar Dine,71,ML
11347,2009-06-10,2009-07-16,ML,Military faction (Red Berets),27,ML
11348,2012-03-27,2012-12-26,SS,SD,367,"SS,"
11349,1990-04-05,2008-08-29,CN,ETIM,36,CN
11350,1994-04-24,2006-12-22,BD,PBCP-J,30,BD
11350,1994-04-24,2006-12-22,BD,PBCP-J,57,BD
265,1961-10-27,1962-12-28,CD,Kata Katanga,94,CD
265,1961-10-27,1962-12-28,CD,Kata Katanga,60,CD
265,1961-10-27,1962-12-28,CD,Kata Katanga,54,CD
374,1990-10-01,1994-07-04,RW,FDLR-FOCA,2044,RW
374,1990-10-01,1994-07-04,RW,FDLR-FOCA,83,"BI,"
374,1990-10-01,1994-07-04,RW,FDLR-FOCA,1807,CD
374,1990-10-01,1994-07-04,RW,FDLR-FOCA,208,CD
374,1990-10-01,1994-07-04,RW,FDLR-FOCA,116,CD
374,1990-10-01,1994-07-04,RW,FDLR-FOCA,83,"CD,"
374,1990-10-01,1994-07-04,RW,FDLR-FOCA,136,CD
374,1990-10-01,1994-07-04,RW,FDLR-FOCA,60,CD
374,1990-10-01,1994-07-04,RW,FDLR-FOCA,52,CD
374,1990-10-01,1994-07-04,RW,FDLR-FOCA,25,CD
374,1990-10-01,1994-07-04,RW,FDLR-FOCA,132,CD
374,1990-10-01,1994-07-04,RW,FDLR-FOCA,44,CD
267,1960-12-17,1960-12-17,ET,Forces of Harar garrison,600,ET
11487,2013-03-01,2013-04-24,MY,Sultanate of Sulu,70,"MY,"
395,1992-05-05,1998-11-16,TJ,PFT,419,TJ
395,1992-05-05,1998-11-16,TJ,Forces of Mullo Abdullo,46,TJ
395,1992-05-05,1998-11-16,TJ,Forces of Mullo Abdullo,32,TJ
416,2001-05-27,2002-12-19,CF,anti-Balaka,262,CF
416,2001-05-27,2002-12-19,CF,anti-Balaka,136,CF
416,2001-05-27,2002-12-19,CF,anti-Balaka,35,CF
416,2001-05-27,2002-12-19,CF,anti-Balaka,48,CF
15283,2015-02-10,2015-10-10,CF,FPRC,27,CF
11345,2011-08-20,2021-12-27,SS,SPLM/A - IO,850,SS
11345,2011-08-20,2021-12-27,SS,SPLM/A - IO,1667,SS
11345,2011-08-20,2021-12-27,SS,SPLM/A - IO,493,SS
11345,2011-08-20,2021-12-27,SS,SPLM/A - IO,735,SS
11345,2011-08-20,2021-12-27,SS,SPLM/A - IO,484,"SS,"
11345,2011-08-20,2021-12-27,SS,SPLM/A - IO,526,SS
353,1960-01-31,1961-12-31,CM,JAS,712,CM
353,1960-01-31,1961-12-31,CM,JAS,32,CM
353,1960-01-31,1961-12-31,CM,JAS,63,CM
353,1960-01-31,1961-12-31,CM,JAS,28,CM
353,1960-01-31,1961-12-31,CM,JAS,31,CM
353,1960-01-31,1961-12-31,CM,JAS,113,CM
353,1960-01-31,1961-12-31,CM,JAS,63,CM
283,1964-01-03,1965-12-31,CD,Forces of Paul Joseph Mukungubila,92,CD
391,1981-10-08,1998-11-02,EG,Ansar Bayt al-Maqdis,184,EG
338,1972-08-13,1982-12-31,IR,Jaish al-Adl,31,IR
338,1972-08-13,1982-12-31,IR,Jaish al-Adl,34,IR
338,1972-08-13,1982-12-31,IR,Jaish al-Adl,113,"IR,"
11347,2009-06-10,2009-07-16,ML,MUJAO,333,"ML,"
11347,2009-06-10,2009-07-16,ML,AQIM,87,ML
11347,2009-06-10,2009-07-16,ML,AQIM,305,ML
11347,2009-06-10,2009-07-16,ML,AQIM,47,ML
11347,2009-06-10,2009-07-16,ML,AQIM,38,ML
11347,2009-06-10,2009-07-16,ML,AQIM,26,ML
11347,2009-06-10,2009-07-16,ML,AQIM,66,ML
11347,2009-06-10,2009-07-16,ML,Signed-in-Blood Battalion,65,"ML,"
11347,2009-06-10,2009-07-16,ML,al-Murabitun,48,ML
13042,2011-09-10,2015-07-25,SY,PYD,46,SY
13042,2011-09-10,2015-07-25,SY,PYD,78,SY
13042,2011-09-10,2015-07-25,SY,PYD,52,SY
13042,2011-09-10,2015-07-25,SY,PYD,84,SY
259,1958-07-14,1959-03-10,IQ,al-Mahdi Army,1258,IQ
259,1958-07-14,1959-03-10,IQ,al-Mahdi Army,371,IQ
259,1958-07-14,1959-03-10,IQ,al-Mahdi Army,866,IQ
11346,2011-02-28,2011-11-23,LY,Forces of the House of Representatives,131,LY
11346,2011-02-28,2011-11-23,LY,Forces of the House of Representatives,156,LY
11346,2011-02-28,2011-11-23,LY,Forces of the House of Representatives,166,LY
11346,2011-02-28,2011-11-23,LY,Forces of the House of Representatives,1588,LY
11346,2011-02-28,2011-11-23,LY,Forces of the House of Representatives,668,LY
13219,2014-01-22,2014-02-21,UA,Maidan,88,UA
421,1989-02-16,1990-12-31,IN,NDFB-S,28,IN
421,1989-02-16,1990-12-31,IN,NDFB-S,39,IN
13246,2014-04-08,2014-09-15,UA,DPR,2276,UA
13247,2014-05-04,2014-09-17,UA,LPR,1072,"RU,"
13306,2014-08-09,2022-02-25,UA,United Armed Forces of Novorossiya,1459,UA
13306,2014-08-09,2022-02-25,UA,United Armed Forces of Novorossiya,1401,UA
13324,2014-07-10,2022-09-18,KG,TJ,56,"KG,"
13324,2014-07-10,2022-09-18,KG,TJ,150,"KG,"
13675,2014-06-25,2015-12-15,LB,Islamic State,126,LB
13675,2014-06-25,2015-12-15,LB,Islamic State,76,LB
13675,2014-06-25,2015-12-15,LB,Islamic State,70,LB
11346,2011-02-28,2011-11-23,LY,Zintan Military Council,143,LY
222,1948-02-29,1988-12-31,MM,PSLF,29,MM
222,1948-02-29,1988-12-31,MM,PSLF,37,MM
222,1948-02-29,1988-12-31,MM,PSLF,106,MM
222,1948-02-29,1988-12-31,MM,PSLF,46,MM
222,1948-02-29,1988-12-31,MM,PSLF,46,MM
222,1948-02-29,1988-12-31,MM,PSLF,49,MM
222,1948-02-29,1988-12-31,MM,PSLF,44,MM
222,1948-02-29,1988-12-31,MM,PSLF,216,MM
222,1948-02-29,1988-12-31,MM,PSLF,241,MM
13936,2016-02-12,2019-10-28,PK,Islamic State,68,PK
13936,2016-02-12,2019-10-28,PK,Islamic State,80,PK
13936,2016-02-12,2019-10-28,PK,Islamic State,51,PK
13936,2016-02-12,2019-10-28,PK,Islamic State,29,PK
13936,2016-02-12,2019-10-28,PK,Islamic State,26,PK
13936,2016-02-12,2019-10-28,PK,Islamic State,29,"AF,"
13936,2016-02-12,2019-10-28,PK,Islamic State,86,PK
370,1989-12-17,1989-12-29,RO,Military faction (forces of Nicolae Ceausescu),53,RO
287,1965-10-18,1965-10-19,BI,Military faction (forces of Godefroid Niyombare),46,BI
230,1948-03-15,1948-03-15,YE,Forces of the Presidential Leadership Council,7338,"SA,"
230,1948-03-15,1948-03-15,YE,Forces of the Presidential Leadership Council,3101,"SA,"
230,1948-03-15,1948-03-15,YE,Forces of the Presidential Leadership Council,2799,"SA,"
230,1948-03-15,1948-03-15,YE,Forces of the Presidential Leadership Council,4615,"SA,"
230,1948-03-15,1948-03-15,YE,Forces of the Presidential Leadership Council,2634,"SA,"
230,1948-03-15,1948-03-15,YE,Forces of the Presidential Leadership Council,6260,"SA,"
230,1948-03-15,1948-03-15,YE,Forces of the Presidential Leadership Council,23357,"SA,"
230,1948-03-15,1948-03-15,YE,Forces of the Presidential Leadership Council,2920,"AE,"
230,1948-03-15,1948-03-15,YE,Forces of the Presidential Leadership Council,804,"SA,"
230,1948-03-15,1948-03-15,YE,Forces of the Presidential Leadership Council,779,YE
13645,2015-03-20,2015-10-06,YE,Islamic State,283,YE
13645,2015-03-20,2015-10-06,YE,Islamic State,26,YE
13645,2015-03-20,2015-10-06,YE,Islamic State,33,YE
13611,2015-01-05,2015-10-28,ML,FLM,44,ML
13588,2015-03-21,2020-12-28,RU,Islamic State,55,RU
13588,2015-03-21,2020-12-28,RU,Islamic State,69,RU
13588,2015-03-21,2020-12-28,RU,Islamic State,53,RU
13588,2015-03-21,2020-12-28,RU,Islamic State,30,RU
13588,2015-03-21,2020-12-28,RU,Islamic State,26,RU
13588,2015-03-21,2020-12-28,RU,Islamic State,30,RU
13588,2015-03-21,2020-12-28,RU,Islamic State,53,RU
303,1967-07-06,1970-01-12,NG,IPOB,129,NG
303,1967-07-06,1970-01-12,NG,IPOB,83,NG
303,1967-07-06,1970-01-12,NG,IPOB,116,NG
303,1967-07-06,1970-01-12,NG,IPOB,197,NG
287,1965-10-18,1965-10-19,BI,FPB,96,BI
13638,2015-03-19,2016-10-06,CM,Islamic State,283,"CM,"
13638,2015-03-19,2016-10-06,CM,Islamic State,189,"CM,"
13638,2015-03-19,2016-10-06,CM,Islamic State,135,CM
13638,2015-03-19,2016-10-06,CM,Islamic State,62,CM
13638,2015-03-19,2016-10-06,CM,Islamic State,53,CM
13640,2015-05-27,2015-11-01,TD,Islamic State,272,TD
13640,2015-05-27,2015-11-01,TD,Islamic State,57,TD
13640,2015-05-27,2015-11-01,TD,Islamic State,108,TD
13640,2015-05-27,2015-11-01,TD,Islamic State,144,TD
13640,2015-05-27,2015-11-01,TD,Islamic State,143,TD
13640,2015-05-27,2015-11-01,TD,Islamic State,55,TD
13640,2015-05-27,2015-11-01,TD,Islamic State,35,TD
13648,2005-02-01,2022-12-30,EG,Islamic State,767,EG
13648,2005-02-01,2022-12-30,EG,Islamic State,355,EG
13648,2005-02-01,2022-12-30,EG,Islamic State,394,EG
13648,2005-02-01,2022-12-30,EG,Islamic State,652,EG
13648,2005-02-01,2022-12-30,EG,Islamic State,589,EG
13648,2005-02-01,2022-12-30,EG,Islamic State,527,EG
13648,2005-02-01,2022-12-30,EG,Islamic State,112,EG
13648,2005-02-01,2022-12-30,EG,Islamic State,231,EG
13653,2015-04-19,2018-12-03,IN,UNLFW,161,IN
13653,2015-04-19,2018-12-03,IN,UNLFW,47,IN
13653,2015-04-19,2018-12-03,IN,UNLFW,39,IN
13653,2015-04-19,2018-12-03,IN,UNLFW,27,IN
13902,2015-07-23,2017-09-06,TR,Islamic State,26,"SY,"
13902,2015-07-23,2017-09-06,TR,Islamic State,1107,"IQ,,"
13902,2015-07-23,2017-09-06,TR,Islamic State,750,"SY,"
13674,2015-11-04,2017-09-06,BD,Islamic State,41,BD
13674,2015-11-04,2017-09-06,BD,Islamic State,47,BD
13886,2016-03-02,2016-12-29,JO,Islamic State,34,"JO,"
343,1980-01-27,1980-01-28,TN,JAK-T,32,TN
13694,2015-03-14,2019-09-29,LY,Islamic State,118,LY
13694,2015-03-14,2019-09-29,LY,Islamic State,1678,LY
13694,2015-03-14,2019-09-29,LY,Islamic State,96,LY
13694,2015-03-14,2019-09-29,LY,Islamic State,44,LY
13694,2015-03-14,2019-09-29,LY,Islamic State,43,LY
14333,2015-06-26,2024-04-20,TN,Islamic State,172,TN
13809,2015-12-06,2016-11-28,SY,SDF,152,SY
13809,2015-12-06,2016-11-28,SY,SDF,35,SY
13809,2015-12-06,2016-11-28,SY,SDF,40,SY
13809,2015-12-06,2016-11-28,SY,SDF,78,SY
283,1964-01-03,1965-12-31,CD,UPCP,33,CD
287,1965-10-18,1965-10-19,BI,RED-TABARA ,56,BI
287,1965-10-18,1965-10-19,BI,RED-TABARA ,43,BI
287,1965-10-18,1965-10-19,BI,RED-TABARA ,61,"BI,"
287,1965-10-18,1965-10-19,BI,RED-TABARA ,83,"BI,"
287,1965-10-18,1965-10-19,BI,RED-TABARA ,26,"BI,"
287,1965-10-18,1965-10-19,BI,RED-TABARA ,169,CD
287,1965-10-18,1965-10-19,BI,RED-TABARA ,93,"BI,"
287,1965-10-18,1965-10-19,BI,RED-TABARA ,60,"BI,"
13721,2014-10-10,2015-05-20,DZ,Islamic State,26,DZ
14268,2016-08-15,2017-06-11,IR,Islamic State,27,IR
308,1970-08-20,1990-08-02,PH,Maute group,30,PH
283,1964-01-03,1965-12-31,CD,Kamuina Nsapu,477,CD
283,1964-01-03,1965-12-31,CD,Kamuina Nsapu,2966,CD
283,1964-01-03,1965-12-31,CD,Kamuina Nsapu,57,CD
391,1981-10-08,1998-11-02,EG,Harakit Sawa'id Misr,55,EG
391,1981-10-08,1998-11-02,EG,Harakit Sawa'id Misr,28,EG
391,1981-10-08,1998-11-02,EG,Harakit Sawa'id Misr,48,EG
383,1987-12-31,1993-11-27,TR,Yurtta Sulh Konseyi,274,TR
223,1948-01-31,1961-11-15,MM,ARSA,86,MM
223,1948-01-31,1961-11-15,MM,ARSA,393,MM
14197,2018-02-08,2021-12-19,SO,Islamic State,33,SO
14197,2018-02-08,2021-12-19,SO,Islamic State,41,SO
14197,2018-02-08,2021-12-19,SO,Islamic State,53,SO
14197,2018-02-08,2021-12-19,SO,Islamic State,30,SO
13306,2014-08-09,2022-02-25,UA,DPR,349,UA
13306,2014-08-09,2022-02-25,UA,DPR,578,UA
13306,2014-08-09,2022-02-25,UA,DPR,375,UA
13306,2014-08-09,2022-02-25,UA,DPR,172,UA
13306,2014-08-09,2022-02-25,UA,DPR,279,UA
13306,2014-08-09,2022-02-25,UA,DPR,133,UA
13306,2014-08-09,2022-02-25,UA,DPR,168,UA
13306,2014-08-09,2022-02-25,UA,DPR,43,UA
13306,2014-08-09,2022-02-25,UA,LPR,140,UA
13306,2014-08-09,2022-02-25,UA,LPR,119,UA
13306,2014-08-09,2022-02-25,UA,LPR,72,UA
13306,2014-08-09,2022-02-25,UA,LPR,71,UA
13306,2014-08-09,2022-02-25,UA,LPR,32,UA
13306,2014-08-09,2022-02-25,UA,LPR,63,UA
13306,2014-08-09,2022-02-25,UA,LPR,40,UA
11347,2009-06-10,2009-07-16,ML,JNIM,246,ML
11347,2009-06-10,2009-07-16,ML,JNIM,402,ML
11347,2009-06-10,2009-07-16,ML,JNIM,422,ML
11347,2009-06-10,2009-07-16,ML,JNIM,520,ML
11347,2009-06-10,2009-07-16,ML,JNIM,616,ML
11347,2009-06-10,2009-07-16,ML,JNIM,1117,ML
11347,2009-06-10,2009-07-16,ML,JNIM,886,ML
11347,2009-06-10,2009-07-16,ML,JNIM,760,"ML,"
283,1964-01-03,1965-12-31,CD,MNR,73,CD
430,1991-10-25,1992-12-18,NE,JNIM,76,NE
430,1991-10-25,1992-12-18,NE,JNIM,165,NE
430,1991-10-25,1992-12-18,NE,JNIM,48,NE
430,1991-10-25,1992-12-18,NE,JNIM,440,NE
360,1987-10-15,1987-10-15,BF,JNIM,15,BF
11345,2011-08-20,2021-12-27,SS,NAS,110,SS
11345,2011-08-20,2021-12-27,SS,NAS,58,SS
11345,2011-08-20,2021-12-27,SS,NAS,35,SS
11346,2011-02-28,2011-11-23,LY,Forces of Khalifa al-Ghawil,72,LY
391,1981-10-08,1998-11-02,EG,Jama'at Ansar al-Islam,48,EG
230,1948-03-15,1948-03-15,YE,GPC,235,YE
11346,2011-02-28,2011-11-23,LY,PFLL,70,LY
283,1964-01-03,1965-12-31,CD,UPLC,41,CD
283,1964-01-03,1965-12-31,CD,UPLC,37,CD
283,1964-01-03,1965-12-31,CD,CMC,39,CD
283,1964-01-03,1965-12-31,CD,CMC,67,CD
283,1964-01-03,1965-12-31,CD,CMC,86,CD
283,1964-01-03,1965-12-31,CD,CMC,92,CD
308,1970-08-20,1990-08-02,PH,al-Harakat al-Islamiyah,57,PH
308,1970-08-20,1990-08-02,PH,BIFM-K,27,PH
332,1977-12-31,1992-10-19,MZ,ASWJ,51,MZ
332,1977-12-31,1992-10-19,MZ,ASWJ,97,MZ
11346,2011-02-28,2011-11-23,LY,ASL,31,LY
374,1990-10-01,1994-07-04,RW,FDLR-RUD,35,"CD,"
374,1990-10-01,1994-07-04,RW,FDLR-RUD,30,CD
289,1964-12-31,2016-12-29,CO,EPL - Megateo,38,CO
289,1964-12-31,2016-12-29,CO,EPL - Megateo,37,CO
289,1964-12-31,2016-12-29,CO,EPL - Megateo,26,CO
416,2001-05-27,2002-12-19,CF,UPC,55,CF
416,2001-05-27,2002-12-19,CF,UPC,51,CF
416,2001-05-27,2002-12-19,CF,UPC,26,CF
416,2001-05-27,2002-12-19,CF,UPC,175,CF
16292,2018-07-30,2019-11-06,TJ,Islamic State,52,TJ
16292,2018-07-30,2019-11-06,TJ,Islamic State,49,TJ
288,1966-07-31,1972-11-24,TD,CCMSR,42,TD
288,1966-07-31,1972-11-24,TD,CCMSR,53,TD
288,1966-07-31,1972-11-24,TD,CCMSR,61,TD
300,1967-04-30,1975-04-17,KH,Forces of Norodom Ranariddh,233,KH
300,1967-04-30,1975-04-17,KH,Forces of Norodom Ranariddh,119,KH
300,1967-04-30,1975-04-17,KH,Military faction (Forces of Hun Sen),65,KH
387,1989-08-04,1992-12-31,AO,FLEC-FAC-TN,25,AO
387,1989-08-04,1992-12-31,AO,FLEC-FAC-TN,25,AO
387,1989-08-04,1992-12-31,AO,FLEC-FAC-TN,25,"AO,,"
387,1989-08-04,1992-12-31,AO,FLEC-FAC-TN,25,"AO,,"
387,1989-08-04,1992-12-31,AO,FLEC-FAC-TN,25,"AO,,"
387,1989-08-04,1992-12-31,AO,FLEC-FAC-TN,25,"AO,"
14935,2019-06-22,2019-06-24,ET,Military faction (forces of Asaminew Tsige),27,ET
374,1990-10-01,1994-07-04,RW,RMDC,131,CD
374,1990-10-01,1994-07-04,RW,RMDC,52,CD
283,1964-01-03,1965-12-31,CD,Mayi Mayi Kyandenga,32,CD
15283,2015-02-10,2015-10-10,CF,MPC,31,CF
325,1973-05-18,1977-07-05,PK,BRAS,37,PK
325,1973-05-18,1977-07-05,PK,BRAS,120,PK
325,1973-05-18,1977-07-05,PK,BRAS,129,PK
325,1973-05-18,1977-07-05,PK,BRAS,154,PK
325,1973-05-18,1977-07-05,PK,BRAS,110,PK
325,1973-05-18,1977-07-05,PK,BRAS,300,"IR,"
413,1974-08-31,1978-12-31,ET,OLA,40,ET
413,1974-08-31,1978-12-31,ET,OLA,28,ET
413,1974-08-31,1978-12-31,ET,OLA,283,ET
413,1974-08-31,1978-12-31,ET,OLA,766,"ET,"
413,1974-08-31,1978-12-31,ET,OLA,464,ET
413,1974-08-31,1978-12-31,ET,OLA,685,ET
283,1964-01-03,1965-12-31,CD,RNL,34,CD
283,1964-01-03,1965-12-31,CD,RNL,29,CD
283,1964-01-03,1965-12-31,CD,RNL,37,CD
283,1964-01-03,1965-12-31,CD,RNL,47,CD
15183,2020-10-14,2020-10-28,TZ,Islamic State,25,TZ
416,2001-05-27,2002-12-19,CF,CPC,31,CF
416,2001-05-27,2002-12-19,CF,CPC,731,CF
416,2001-05-27,2002-12-19,CF,CPC,675,CF
416,2001-05-27,2002-12-19,CF,CPC,230,CF
416,2001-05-27,2002-12-19,CF,CPC,177,CF
288,1966-07-31,1972-11-24,TD,FACT,431,TD
222,1948-02-29,1988-12-31,MM,NUG,684,MM
222,1948-02-29,1988-12-31,MM,NUG,1269,MM
222,1948-02-29,1988-12-31,MM,NUG,1398,MM
222,1948-02-29,1988-12-31,MM,NUG,967,MM
283,1964-01-03,1965-12-31,CD,FABB,39,CD
383,1987-12-31,1993-11-27,TR,TKP-ML,30,TR
267,1960-12-17,1960-12-17,ET,GLF,39,ET
15438,2021-06-01,2022-12-27,UG,Islamic State,25,UG
358,1986-09-23,1986-09-24,TG,JNIM,34,TG
358,1986-09-23,1986-09-24,TG,JNIM,29,TG
358,1986-09-23,1986-09-24,TG,JNIM,46,TG
11345,2011-08-20,2021-12-27,SS,SPLM/A - IO - Kitgwang,153,SS
289,1964-12-31,2016-12-29,CO,FARC-EMC,76,CO
289,1964-12-31,2016-12-29,CO,FARC-EMC,51,"CO,"
289,1964-12-31,2016-12-29,CO,FARC-EMC,28,"CO,"
289,1964-12-31,2016-12-29,CO,FARC-EMC,65,CO
289,1964-12-31,2016-12-29,CO,FARC-EMC,88,CO
289,1964-12-31,2016-12-29,CO,FARC-EMC,44,CO
289,1964-12-31,2016-12-29,CO,FARC-EMC,128,CO
