conflict_id,start_date,end_date,party1_iso,party2_iso,death_toll,place
354,1983-05-01,2013-03-12,TR,PKK,263,TR
354,1983-05-01,2013-03-12,TR,PKK,225,TR
354,1983-05-01,2013-03-12,TR,PKK,499,"IQ,"
354,1983-05-01,2013-03-12,TR,PKK,588,"IQ,"
354,1983-05-01,2013-03-12,TR,PKK,147,"IQ,"
354,1983-05-01,2013-03-12,TR,PKK,355,"IQ,"
354,1983-05-01,2013-03-12,TR,PKK,558,"IQ,"
354,1983-05-01,2013-03-12,TR,PKK,853,"IQ,"
354,1983-05-01,2013-03-12,TR,PKK,31,"IQ,"
354,1983-05-01,2013-03-12,TR,PKK,907,"IQ,"
354,1983-05-01,2013-03-12,TR,PKK,1066,"IQ,"
354,1983-05-01,2013-03-12,TR,PKK,731,"IQ,,"
354,1983-05-01,2013-03-12,TR,PKK,921,"IR,,"
354,1983-05-01,2013-03-12,TR,PKK,590,"IQ,"
354,1983-05-01,2013-03-12,TR,PKK,412,"IQ,"
354,1983-05-01,2013-03-12,TR,PKK,475,"IQ,,"
354,1983-05-01,2013-03-12,TR,PKK,748,"IQ,"
354,1983-05-01,2013-03-12,TR,PKK,372,"IQ,"
354,1983-05-01,2013-03-12,TR,PKK,209,"IQ,"
362,1989-11-27,1989-11-29,KM,Presidential guard,29,KM
363,1975-06-30,1976-12-31,ET,ARDUF,25,ET
365,1983-12-31,1990-11-30,IN,ULFA,30,IN
365,1983-12-31,1990-11-30,IN,ULFA,25,IN
365,1983-12-31,1990-11-30,IN,ULFA,29,IN
365,1983-12-31,1990-11-30,IN,ULFA,48,IN
365,1983-12-31,1990-11-30,IN,ULFA,112,IN
365,1983-12-31,1990-11-30,IN,ULFA,55,IN
365,1983-12-31,1990-11-30,IN,ULFA,53,IN
365,1983-12-31,1990-11-30,IN,ULFA,87,IN
365,1983-12-31,1990-11-30,IN,ULFA,113,IN
365,1983-12-31,1990-11-30,IN,ULFA,59,IN
365,1983-12-31,1990-11-30,IN,ULFA,43,IN
365,1983-12-31,1990-11-30,IN,ULFA,70,IN
365,1983-12-31,1990-11-30,IN,ULFA,78,IN
365,1983-12-31,1990-11-30,IN,ULFA,49,IN
365,1983-12-31,1990-11-30,IN,ULFA,114,IN
365,1983-12-31,1990-11-30,IN,ULFA,75,IN
365,1983-12-31,1990-11-30,IN,ULFA,63,IN
365,1983-12-31,1990-11-30,IN,ULFA,32,IN
366,1989-05-02,1991-12-28,ID,GAM,72,ID
366,1989-05-02,1991-12-28,ID,GAM,58,ID
366,1989-05-02,1991-12-28,ID,GAM,187,ID
366,1989-05-02,1991-12-28,ID,GAM,286,ID
366,1989-05-02,1991-12-28,ID,GAM,278,ID
366,1989-05-02,1991-12-28,ID,GAM,466,ID
366,1989-05-02,1991-12-28,ID,GAM,868,ID
366,1989-05-02,1991-12-28,ID,GAM,935,ID
366,1989-05-02,1991-12-28,ID,GAM,213,ID
368,1989-12-16,1989-12-23,PA,US,843,PA
369,1989-04-06,1990-10-01,PG,BRA,55,PG
369,1989-04-06,1990-10-01,PG,BRA,35,"PG,"
369,1989-04-06,1990-10-01,PG,BRA,34,PG
369,1989-04-06,1990-10-01,PG,BRA,26,PG
369,1989-04-06,1990-10-01,PG,BRA,29,PG
369,1989-04-06,1990-10-01,PG,BRA,78,PG
370,1989-12-17,1989-12-29,RO,NSF,196,RO
371,1990-08-02,1991-03-01,IQ,KW,1058,KW
371,1990-08-02,1991-03-01,IQ,KW,21790,"IQ,,,"
372,1990-06-28,1991-11-09,ML,MPA,457,ML
372,1990-06-28,1991-11-09,ML,FIAA,106,ML
372,1990-06-28,1991-11-09,ML,ATNMC,39,ML
372,1990-06-28,1991-11-09,ML,ATNMC,112,ML
372,1990-06-28,1991-11-09,ML,ATNMC,39,ML
373,1994-01-19,1994-09-26,NE,CRA,50,NE
374,1990-10-01,1994-07-04,RW,FPR,1126,RW
374,1990-10-01,1994-07-04,RW,FPR,153,RW
374,1990-10-01,1994-07-04,RW,FPR,87,RW
374,1990-10-01,1994-07-04,RW,FPR,353,RW
374,1990-10-01,1994-07-04,RW,FPR,1882,RW
374,1990-10-01,1994-07-04,RW,ALiR,124,RW
374,1990-10-01,1994-07-04,RW,ALiR,1086,"CD,"
374,1990-10-01,1994-07-04,RW,ALiR,1096,"CD,"
374,1990-10-01,1994-07-04,RW,ALiR,315,CD
374,1990-10-01,1994-07-04,RW,ALiR,155,CD
375,1988-12-31,1990-12-31,SN,MFDC,58,SN
375,1988-12-31,1990-12-31,SN,MFDC,78,"GW,"
375,1988-12-31,1990-12-31,SN,MFDC,233,SN
375,1988-12-31,1990-12-31,SN,MFDC,299,SN
375,1988-12-31,1990-12-31,SN,MFDC,319,SN
375,1988-12-31,1990-12-31,SN,MFDC,242,SN
375,1988-12-31,1990-12-31,SN,MFDC,47,"GW,"
375,1988-12-31,1990-12-31,SN,MFDC,33,SN
375,1988-12-31,1990-12-31,SN,MFDC,39,SN
375,1988-12-31,1990-12-31,SN,MFDC,25,SN
376,1990-01-19,1991-12-21,RU,Republic of Armenia,49,RU
376,1990-01-19,1991-12-21,RU,Republic of Armenia,220,RU
377,1990-01-20,1990-01-27,RU,APF,143,RU
378,1990-07-27,1990-08-02,TT,Jamaat al-Muslimeen,39,TT
379,1991-11-12,1994-03-04,DJ,FRUD,60,DJ
379,1991-11-12,1994-03-04,DJ,FRUD,129,DJ
379,1991-11-12,1994-03-04,DJ,FRUD,33,DJ
379,1991-11-12,1994-03-04,DJ,FRUD,39,DJ
379,1991-11-12,1994-03-04,DJ,FRUD-C,25,DJ
380,1991-12-22,1993-11-16,GE,National Guard and Mkhedrioni,52,GE
380,1991-12-22,1993-11-16,GE,Zviadists,71,GE
380,1991-12-22,1993-11-16,GE,Zviadists,152,GE
381,1989-04-03,1989-04-08,HT,Military faction (forces of Himmler Rebu and Guy Francois) ,48,HT
381,1989-04-03,1989-04-08,HT,Military faction (forces of Raol Cédras) ,160,HT
381,1989-04-03,1989-04-08,HT,FLRN,146,HT
381,1989-04-03,1989-04-08,HT,OP Lavalas,61,HT
382,1991-03-23,2001-12-20,SL,RUF,552,SL
382,1991-03-23,2001-12-20,SL,RUF,218,SL
382,1991-03-23,2001-12-20,SL,RUF,415,"LR,"
382,1991-03-23,2001-12-20,SL,RUF,628,SL
382,1991-03-23,2001-12-20,SL,RUF,1472,SL
382,1991-03-23,2001-12-20,SL,RUF,570,SL
382,1991-03-23,2001-12-20,SL,RUF,47,SL
382,1991-03-23,2001-12-20,SL,RUF,802,SL
382,1991-03-23,2001-12-20,SL,RUF,457,SL
382,1991-03-23,2001-12-20,SL,RUF,355,SL
382,1991-03-23,2001-12-20,SL,RUF,48,SL
382,1991-03-23,2001-12-20,SL,AFRC,40,SL
382,1991-03-23,2001-12-20,SL,AFRC,2103,SL
382,1991-03-23,2001-12-20,SL,AFRC,2696,SL
382,1991-03-23,2001-12-20,SL,Kamajors,661,SL
382,1991-03-23,2001-12-20,SL,Kamajors,382,SL
382,1991-03-23,2001-12-20,SL,WSB,27,SL
383,1987-12-31,1993-11-27,TR,DHKP-C,39,TR
383,1987-12-31,1993-11-27,TR,DHKP-C,71,TR
383,1987-12-31,1993-11-27,TR,DHKP-C,32,TR
383,1987-12-31,1993-11-27,TR,MKP,30,TR
384,1991-06-27,1991-07-03,RS,Republic of Slovenia,64,RS
385,1991-07-09,1992-04-06,RS,Croatian irregulars,25,RS
385,1991-07-09,1992-04-06,RS,Republic of Croatia,2933,RS
385,1991-07-09,1992-04-06,RS,Republic of Croatia,153,RS
386,1985-08-27,2018-11-19,DZ,Takfir wa'l Hijra,34,DZ
386,1985-08-27,2018-11-19,DZ,AIS,257,DZ
386,1985-08-27,2018-11-19,DZ,AIS,775,DZ
386,1985-08-27,2018-11-19,DZ,AIS,1346,DZ
386,1985-08-27,2018-11-19,DZ,AIS,25,DZ
386,1985-08-27,2018-11-19,DZ,AIS,25,DZ
386,1985-08-27,2018-11-19,DZ,AIS,40,DZ
386,1985-08-27,2018-11-19,DZ,GIA,25,DZ
386,1985-08-27,2018-11-19,DZ,GIA,570,DZ
386,1985-08-27,2018-11-19,DZ,GIA,2983,DZ
386,1985-08-27,2018-11-19,DZ,GIA,1059,DZ
386,1985-08-27,2018-11-19,DZ,GIA,1363,DZ
386,1985-08-27,2018-11-19,DZ,GIA,3029,DZ
386,1985-08-27,2018-11-19,DZ,GIA,965,DZ
386,1985-08-27,2018-11-19,DZ,GIA,26,DZ
386,1985-08-27,2018-11-19,DZ,GIA,136,DZ
386,1985-08-27,2018-11-19,DZ,GIA,35,DZ
386,1985-08-27,2018-11-19,DZ,GIA,25,DZ
386,1985-08-27,2018-11-19,DZ,AQIM,66,DZ
386,1985-08-27,2018-11-19,DZ,AQIM,921,DZ
386,1985-08-27,2018-11-19,DZ,AQIM,506,DZ
386,1985-08-27,2018-11-19,DZ,AQIM,504,DZ
386,1985-08-27,2018-11-19,DZ,AQIM,645,DZ
386,1985-08-27,2018-11-19,DZ,AQIM,451,"DZ,,"
386,1985-08-27,2018-11-19,DZ,AQIM,229,"DZ,"
386,1985-08-27,2018-11-19,DZ,AQIM,255,DZ
386,1985-08-27,2018-11-19,DZ,AQIM,472,DZ
386,1985-08-27,2018-11-19,DZ,AQIM,339,DZ
386,1985-08-27,2018-11-19,DZ,AQIM,505,DZ
386,1985-08-27,2018-11-19,DZ,AQIM,236,DZ
386,1985-08-27,2018-11-19,DZ,AQIM,267,DZ
386,1985-08-27,2018-11-19,DZ,AQIM,231,DZ
386,1985-08-27,2018-11-19,DZ,AQIM,147,DZ
386,1985-08-27,2018-11-19,DZ,AQIM,107,DZ
386,1985-08-27,2018-11-19,DZ,AQIM,84,DZ
386,1985-08-27,2018-11-19,DZ,AQIM,86,DZ
386,1985-08-27,2018-11-19,DZ,AQIM,60,DZ
386,1985-08-27,2018-11-19,DZ,AQIM,33,DZ
386,1985-08-27,2018-11-19,DZ,AQIM,26,DZ
387,1989-08-04,1992-12-31,AO,FLEC-R,25,AO
387,1989-08-04,1992-12-31,AO,FLEC-R,25,AO
387,1989-08-04,1992-12-31,AO,FLEC-R,25,AO
387,1989-08-04,1992-12-31,AO,FLEC-R,25,AO
387,1989-08-04,1992-12-31,AO,FLEC-FAC,25,AO
387,1989-08-04,1992-12-31,AO,FLEC-FAC,25,AO
387,1989-08-04,1992-12-31,AO,FLEC-FAC,25,AO
387,1989-08-04,1992-12-31,AO,FLEC-FAC,29,AO
387,1989-08-04,1992-12-31,AO,FLEC-FAC,26,AO
387,1989-08-04,1992-12-31,AO,FLEC-FAC,25,AO
387,1989-08-04,1992-12-31,AO,FLEC-FAC,31,AO
387,1989-08-04,1992-12-31,AO,FLEC-FAC,25,AO
387,1989-08-04,1992-12-31,AO,FLEC-FAC,25,AO
387,1989-08-04,1992-12-31,AO,FLEC-FAC,25,AO
387,1989-08-04,1992-12-31,AO,FLEC-FAC,25,AO
388,1991-12-29,1994-07-15,AZ,Republic of Artsakh,35,AZ
388,1991-12-29,1994-07-15,AZ,Republic of Artsakh,2167,"AM,"
388,1991-12-29,1994-07-15,AZ,Republic of Artsakh,1171,"AM,"
388,1991-12-29,1994-07-15,AZ,Republic of Artsakh,1507,"AM,"
388,1991-12-29,1994-07-15,AZ,Republic of Artsakh,29,AZ
388,1991-12-29,1994-07-15,AZ,Republic of Artsakh,34,AZ
388,1991-12-29,1994-07-15,AZ,Republic of Artsakh,25,"AM,"
388,1991-12-29,1994-07-15,AZ,Republic of Artsakh,30,AZ
388,1991-12-29,1994-07-15,AZ,Republic of Artsakh,25,"AM,"
388,1991-12-29,1994-07-15,AZ,Republic of Artsakh,46,AZ
388,1991-12-29,1994-07-15,AZ,Republic of Artsakh,72,"AM,"
388,1991-12-29,1994-07-15,AZ,Republic of Artsakh,141,"AM,"
388,1991-12-29,1994-07-15,AZ,Republic of Artsakh,36,AZ
388,1991-12-29,1994-07-15,AZ,Republic of Artsakh,7646,"AM,"
388,1991-12-29,1994-07-15,AZ,Republic of Artsakh,40,"AM,"
388,1991-12-29,1994-07-15,AZ,Republic of Artsakh,308,"AM,"
388,1991-12-29,1994-07-15,AZ,Republic of Artsakh,462,"AM,"
389,1992-04-05,1995-12-14,BA,Serbian irregulars,25,BA
389,1992-04-05,1995-12-14,BA,Serbian irregulars,25,BA
389,1992-04-05,1995-12-14,BA,Serbian irregulars,25,BA
389,1992-04-05,1995-12-14,BA,Serbian irregulars,25,BA
389,1992-04-05,1995-12-14,BA,Serbian Republic of Bosnia-Herzegovina,16777,"BA,,"
389,1992-04-05,1995-12-14,BA,Serbian Republic of Bosnia-Herzegovina,4955,BA
389,1992-04-05,1995-12-14,BA,Serbian Republic of Bosnia-Herzegovina,4848,BA
389,1992-04-05,1995-12-14,BA,Serbian Republic of Bosnia-Herzegovina,8036,BA
390,1992-04-23,1995-09-13,HR,Serbian irregulars,25,HR
390,1992-04-23,1995-09-13,HR,Serbian Republic of Krajina,4009,"BA,,"
390,1992-04-23,1995-09-13,HR,Serbian Republic of Krajina,418,"BA,"
390,1992-04-23,1995-09-13,HR,Serbian Republic of Krajina,86,BA
390,1992-04-23,1995-09-13,HR,Serbian Republic of Krajina,1132,"BA,"
391,1981-10-08,1998-11-02,EG,al-Gama'a al-Islamiyya,103,EG
391,1981-10-08,1998-11-02,EG,al-Gama'a al-Islamiyya,145,EG
391,1981-10-08,1998-11-02,EG,al-Gama'a al-Islamiyya,191,"EG,"
391,1981-10-08,1998-11-02,EG,al-Gama'a al-Islamiyya,85,EG
391,1981-10-08,1998-11-02,EG,al-Gama'a al-Islamiyya,66,EG
391,1981-10-08,1998-11-02,EG,al-Gama'a al-Islamiyya,27,EG
392,1992-08-14,1993-11-29,GE,Republic of Abkhazia,566,GE
392,1992-08-14,1993-11-29,GE,Republic of Abkhazia,1611,GE
393,1992-05-12,1992-08-14,GE,Republic of South Ossetia,134,GE
393,1992-05-12,1992-08-14,GE,Republic of South Ossetia,27,GE
393,1992-05-12,1992-08-14,GE,Republic of South Ossetia,621,GE
394,1992-03-01,1992-07-31,MD,PMR,585,MD
395,1992-05-05,1998-11-16,TJ,UTO,2936,TJ
395,1992-05-05,1998-11-16,TJ,UTO,1395,"AF,"
395,1992-05-05,1998-11-16,TJ,UTO,356,TJ
395,1992-05-05,1998-11-16,TJ,UTO,368,"AF,"
395,1992-05-05,1998-11-16,TJ,UTO,2790,TJ
395,1992-05-05,1998-11-16,TJ,UTO,83,TJ
395,1992-05-05,1998-11-16,TJ,Forces of Khudoberdiyev,87,TJ
395,1992-05-05,1998-11-16,TJ,Forces of Khudoberdiyev,517,TJ
396,1992-05-15,1993-06-15,AZ,Military faction (forces of Suret Husseinov),60,AZ
396,1992-05-15,1993-06-15,AZ,OPON Forces,44,AZ
397,1992-06-28,1995-07-28,BA,Autonomous Province of Western Bosnia,231,BA
397,1992-06-28,1995-07-28,BA,Autonomous Province of Western Bosnia,1385,BA
397,1992-06-28,1995-07-28,BA,Autonomous Province of Western Bosnia,488,"BA,"
398,1992-05-29,1994-03-16,BA,Croatian irregulars,25,BA
398,1992-05-29,1994-03-16,BA,Croatian irregulars,25,BA
398,1992-05-29,1994-03-16,BA,Croatian Republic of Bosnia-Herzegovina,80,BA
398,1992-05-29,1994-03-16,BA,Croatian Republic of Bosnia-Herzegovina,7924,BA
398,1992-05-29,1994-03-16,BA,Croatian Republic of Bosnia-Herzegovina,653,BA
399,1991-08-20,1993-10-05,RU,Parliamentary Forces,145,RU
400,1994-01-01,1994-02-23,MX,EZLN,145,MX
400,1994-01-01,1994-02-23,MX,EPR,37,MX
401,1994-05-27,1996-11-08,RU,Chechen Republic of Ichkeria,229,RU
401,1994-05-27,1996-11-08,RU,Chechen Republic of Ichkeria,1754,RU
401,1994-05-27,1996-11-08,RU,Chechen Republic of Ichkeria,2721,RU
401,1994-05-27,1996-11-08,RU,Chechen Republic of Ichkeria,5769,RU
401,1994-05-27,1996-11-08,RU,Chechen Republic of Ichkeria,2907,RU
401,1994-05-27,1996-11-08,RU,Chechen Republic of Ichkeria,791,RU
401,1994-05-27,1996-11-08,RU,Chechen Republic of Ichkeria,1289,"GE,"
401,1994-05-27,1996-11-08,RU,Chechen Republic of Ichkeria,480,RU
401,1994-05-27,1996-11-08,RU,Chechen Republic of Ichkeria,1151,"QA,"
401,1994-05-27,1996-11-08,RU,Chechen Republic of Ichkeria,682,RU
401,1994-05-27,1996-11-08,RU,Chechen Republic of Ichkeria,259,RU
401,1994-05-27,1996-11-08,RU,Chechen Republic of Ichkeria,146,RU
402,1994-02-21,1994-07-04,YE,Democratic Republic of Yemen,1489,YE
403,1995-01-26,1995-12-31,EC,PE,99,"EC,"
405,1994-02-18,1996-05-07,CM,NG,56,CM
406,1995-03-23,1995-07-10,NE,FDR,34,NE
407,1997-09-03,1997-09-05,KM,MPA/Republic of Anjouan,56,KM
408,1993-11-03,1993-12-27,CG,Ninjas,53,CG
408,1993-11-03,1993-12-27,CG,Ninjas,101,CG
408,1993-11-03,1993-12-27,CG,Cobras,10000,"CG,"
408,1993-11-03,1993-12-27,CG,Cocoyes,33,CG
408,1993-11-03,1993-12-27,CG,Cocoyes,155,CG
408,1993-11-03,1993-12-27,CG,Cocoyes,117,CG
408,1993-11-03,1993-12-27,CG,Ntsiloulous,3016,CG
408,1993-11-03,1993-12-27,CG,Ntsiloulous,509,CG
408,1993-11-03,1993-12-27,CG,Ntsiloulous,167,CG
408,1993-11-03,1993-12-27,CG,Ntsiloulous,73,CG
409,1998-05-06,2000-06-18,ER,ET,1000,"ER,"
409,1998-05-06,2000-06-18,ER,ET,47192,"ER,"
409,1998-05-06,2000-06-18,ER,ET,50000,"ER,"
409,1998-05-06,2000-06-18,ER,ET,25,ER
410,1998-06-07,1999-05-07,GW,Military Junta for the Consolidation of Democracy,505,GW
410,1998-06-07,1999-05-07,GW,Military Junta for the Consolidation of Democracy,199,GW
411,1998-09-03,1998-09-28,LS,Military faction (Lesotho),78,LS
412,1996-04-22,1999-11-21,RS,UCK,1235,RS
412,1996-04-22,1999-11-21,RS,UCK,1404,"AL,"
413,1974-08-31,1978-12-31,ET,OLF,25,ET
413,1974-08-31,1978-12-31,ET,OLF,80,ET
413,1974-08-31,1978-12-31,ET,OLF,700,ET
413,1974-08-31,1978-12-31,ET,OLF,165,ET
413,1974-08-31,1978-12-31,ET,OLF,25,ET
413,1974-08-31,1978-12-31,ET,OLF,25,ET
413,1974-08-31,1978-12-31,ET,OLF,25,ET
413,1974-08-31,1978-12-31,ET,OLF,683,"ET,"
413,1974-08-31,1978-12-31,ET,OLF,25,ET
413,1974-08-31,1978-12-31,ET,OLF,25,"ET,"
413,1974-08-31,1978-12-31,ET,OLF,25,ET
413,1974-08-31,1978-12-31,ET,OLF,25,ET
413,1974-08-31,1978-12-31,ET,OLF,25,ET
413,1974-08-31,1978-12-31,ET,OLF,25,ET
413,1974-08-31,1978-12-31,ET,OLF,25,ET
413,1974-08-31,1978-12-31,ET,OLF,25,ET
413,1974-08-31,1978-12-31,ET,OLF,25,ET
413,1974-08-31,1978-12-31,ET,OLF,42,ET
413,1974-08-31,1978-12-31,ET,OLF,25,ET
413,1974-08-31,1978-12-31,ET,OLF,25,ET
413,1974-08-31,1978-12-31,ET,OLF,25,ET
413,1974-08-31,1978-12-31,ET,OLF,25,ET
413,1974-08-31,1978-12-31,ET,OLF,25,"ET,"
413,1974-08-31,1978-12-31,ET,OLF,25,ET
414,1999-08-29,1999-09-09,RU,Wahhabi movement of the Buinaksk district,85,RU
415,1999-02-16,2000-10-01,UZ,IMU,67,"KG,,"
415,1999-02-16,2000-10-01,UZ,IMU,471,"KG,"
415,1999-02-16,2000-10-01,UZ,JIG,37,UZ
416,2001-05-27,2002-12-19,CF,Military faction (forces of André Kolingba),195,CF
416,2001-05-27,2002-12-19,CF,Forces of Francois Bozize,131,CF
416,2001-05-27,2002-12-19,CF,Seleka,46,CF
416,2001-05-27,2002-12-19,CF,Seleka,45,CF
416,2001-05-27,2002-12-19,CF,Seleka,114,CF
416,2001-05-27,2002-12-19,CF,CPJP,28,CF
416,2001-05-27,2002-12-19,CF,CPJP,25,CF
416,2001-05-27,2002-12-19,CF,CPJP,44,CF
417,2000-01-11,2001-08-17,MK,UCK,72,"MK,"
418,2000-10-12,2017-12-04,US,al-Qaida ,1583,"AF,,"
418,2000-10-12,2017-12-04,US,al-Qaida ,880,"AF,,"
418,2000-10-12,2017-12-04,US,al-Qaida ,65,"AF,,"
418,2000-10-12,2017-12-04,US,al-Qaida ,378,"AF,,"
418,2000-10-12,2017-12-04,US,al-Qaida ,108,"AF,,"
418,2000-10-12,2017-12-04,US,al-Qaida ,246,"AF,,"
418,2000-10-12,2017-12-04,US,al-Qaida ,186,"AF,,,"
418,2000-10-12,2017-12-04,US,al-Qaida ,291,"AF,,,"
418,2000-10-12,2017-12-04,US,al-Qaida ,493,"AF,,"
418,2000-10-12,2017-12-04,US,al-Qaida ,329,"AF,"
418,2000-10-12,2017-12-04,US,al-Qaida ,203,"AF,,"
418,2000-10-12,2017-12-04,US,al-Qaida ,225,"AF,,"
418,2000-10-12,2017-12-04,US,al-Qaida ,38,"AF,,"
418,2000-10-12,2017-12-04,US,al-Qaida ,138,"AF,,"
418,2000-10-12,2017-12-04,US,al-Qaida ,87,"AF,,"
418,2000-10-12,2017-12-04,US,al-Qaida ,117,"AF,"
418,2000-10-12,2017-12-04,US,al-Qaida ,111,"AF,,"
418,2000-10-12,2017-12-04,US,al-Qaida ,37,AF
419,2002-09-19,2004-11-09,CI,MPCI,580,CI
419,2002-09-19,2004-11-09,CI,MPIGO,81,CI
419,2002-09-19,2004-11-09,CI,MPIGO,96,CI
419,2002-09-19,2004-11-09,CI,MJP,44,CI
419,2002-09-19,2004-11-09,CI,FRCI,47,CI
419,2002-09-19,2004-11-09,CI,FRCI,48,CI
420,2003-03-20,2003-04-28,"AU, Government of United Kingdom, Government of United States of America",IQ,7927,IQ
421,1989-02-16,1990-12-31,IN,ABSU,72,IN
421,1989-02-16,1990-12-31,IN,ABSU,25,IN
421,1989-02-16,1990-12-31,IN,NDFB,36,IN
421,1989-02-16,1990-12-31,IN,NDFB,25,IN
421,1989-02-16,1990-12-31,IN,NDFB,34,"BT,"
421,1989-02-16,1990-12-31,IN,NDFB,31,IN
421,1989-02-16,1990-12-31,IN,NDFB,33,IN
421,1989-02-16,1990-12-31,IN,NDFB,77,IN
421,1989-02-16,1990-12-31,IN,NDFB,44,IN
421,1989-02-16,1990-12-31,IN,NDFB,109,IN
421,1989-02-16,1990-12-31,IN,NDFB,27,IN
421,1989-02-16,1990-12-31,IN,NDFB - RD,73,IN
421,1989-02-16,1990-12-31,IN,NDFB - RD,57,IN
422,1997-03-16,1997-07-15,MM,UWSA,130,MM
424,2003-12-22,2004-10-08,NG,Ahlul Sunnah Jamaa,84,NG
425,2004-06-04,2004-09-20,NG,NDPVF,67,NG
426,1986-09-30,2000-11-26,IL,Hezbollah,42,LB
426,1986-09-30,2000-11-26,IL,Hezbollah,28,LB
426,1986-09-30,2000-11-26,IL,Hezbollah,87,"AR,,"
426,1986-09-30,2000-11-26,IL,Hezbollah,124,"IL,"
426,1986-09-30,2000-11-26,IL,Hezbollah,82,LB
426,1986-09-30,2000-11-26,IL,Hezbollah,74,"IL,"
426,1986-09-30,2000-11-26,IL,Hezbollah,96,"IL,"
426,1986-09-30,2000-11-26,IL,Hezbollah,88,LB
426,1986-09-30,2000-11-26,IL,Hezbollah,54,LB
426,1986-09-30,2000-11-26,IL,Hezbollah,41,LB
426,1986-09-30,2000-11-26,IL,Hezbollah,27,"IL,"
426,1986-09-30,2000-11-26,IL,Hezbollah,1242,"IL,"
426,1986-09-30,2000-11-26,IL,Hezbollah,139,"IL,"
426,1986-09-30,2000-11-26,IL,Hezbollah,4362,"IL,,"
429,1998-07-02,2008-03-31,CD,BDK,116,CD
429,1998-07-02,2008-03-31,CD,BDK,250,CD
429,1998-07-02,2008-03-31,CD,BDK,86,CD
429,1998-07-02,2008-03-31,CD,BDK,64,CD
430,1991-10-25,1992-12-18,NE,FLAA,40,NE
430,1991-10-25,1992-12-18,NE,FLAA,29,NE
430,1991-10-25,1992-12-18,NE,UFRA,62,NE
430,1991-10-25,1992-12-18,NE,MNJ,81,NE
430,1991-10-25,1992-12-18,NE,MNJ,47,NE
432,2007-10-07,2015-10-21,RU,Forces of the Caucasus Emirate,30,RU
432,2007-10-07,2015-10-21,RU,Forces of the Caucasus Emirate,404,RU
432,2007-10-07,2015-10-21,RU,Forces of the Caucasus Emirate,697,RU
432,2007-10-07,2015-10-21,RU,Forces of the Caucasus Emirate,418,RU
432,2007-10-07,2015-10-21,RU,Forces of the Caucasus Emirate,359,"RU,"
432,2007-10-07,2015-10-21,RU,Forces of the Caucasus Emirate,516,RU
432,2007-10-07,2015-10-21,RU,Forces of the Caucasus Emirate,321,RU
432,2007-10-07,2015-10-21,RU,Forces of the Caucasus Emirate,173,RU
432,2007-10-07,2015-10-21,RU,Forces of the Caucasus Emirate,30,"RU,"
434,2000-06-20,2008-12-22,IN,PULF,25,IN
435,2008-06-10,2008-06-11,DJ,ER,35,DJ
439,2009-08-27,2009-12-31,MM,MNDAA,80,"CN,"
439,2009-08-27,2009-12-31,MM,MNDAA,67,MM
439,2009-08-27,2009-12-31,MM,MNDAA,309,"CN,"
439,2009-08-27,2009-12-31,MM,MNDAA,35,MM
439,2009-08-27,2009-12-31,MM,MNDAA,71,MM
439,2009-08-27,2009-12-31,MM,MNDAA,49,MM
439,2009-08-27,2009-12-31,MM,MNDAA,99,MM
395,1992-05-05,1998-11-16,TJ,IMU,66,TJ
395,1992-05-05,1998-11-16,TJ,IMU,28,TJ
442,2008-09-15,2010-09-18,MR,AQIM,29,"ML,"
11447,1991-10-10,1991-10-10,ET,IGLF,100,ET
11475,1958-09-11,2025-11-02,MM,NSCN-K,753,MM
11475,1958-09-11,2025-11-02,MM,NSCN-K,43,"IN,"
404,2004-03-16,2025-11-02,PK,Lashkar-e-Islam,45249,PK
299,2011-03-15,2024-03-15,SY,Syrian insurgents,1203,SY
299,2011-03-15,2024-03-15,SY,Syrian insurgents,50444,"SY,"
299,2011-03-15,2024-03-15,SY,Syrian insurgents,70516,"IQ,,"
299,2011-03-15,2024-03-15,SY,Syrian insurgents,57957,"LB,"
299,2011-03-15,2024-03-15,SY,Syrian insurgents,39715,"JO,"
299,2011-03-15,2024-03-15,SY,Syrian insurgents,32595,SY
299,2011-03-15,2024-03-15,SY,Syrian insurgents,12206,"LB,"
299,2011-03-15,2024-03-15,SY,Syrian insurgents,8690,SY
299,2011-03-15,2024-03-15,SY,Syrian insurgents,6856,SY
299,2011-03-15,2024-03-15,SY,Syrian insurgents,3513,"RU,"
299,2011-03-15,2024-03-15,SY,Syrian insurgents,676,SY
299,2011-03-15,2024-03-15,SY,Syrian insurgents,563,SY
299,2011-03-15,2024-03-15,SY,Syrian insurgents,1001,SY
299,2011-03-15,2024-03-15,SY,Syrian insurgents,1459,SY
309,2013-12-15,2020-02-22,SD,SPLM/A-North,190,"ET,"
309,2013-12-15,2020-02-22,SD,SPLM/A-North,42,"SS,"
309,2013-12-15,2020-02-22,SD,SPLM/A-North,486,SD
309,2013-12-15,2020-02-22,SD,SPLM/A-North,50,SD
309,2013-12-15,2020-02-22,SD,SSLM/A,320,SD
309,2013-12-15,2020-02-22,SD,SRF,67,SD
309,2013-12-15,2020-02-22,SD,SRF,1173,SD
309,2013-12-15,2020-02-22,SD,SRF,594,SD
309,2013-12-15,2020-02-22,SD,SRF,489,"SS,"
309,2013-12-15,2020-02-22,SD,SRF,1169,"SS,"
309,2013-12-15,2020-02-22,SD,SRF,823,SD
